Complaint ID,Date submitted,Date received,Submitted via,State,Product,Sub-product,Issue,Sub-issue,Company public response,Company response to consumer
6198694,2022-11-13,2022-11-13,Web,IL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Reporting company used your report improperly,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5685696,2022-06-19,2022-06-19,Web,MD,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5247340,2022-02-22,2022-02-22,Postal mail,MI,Checking or savings account,Checking account,Managing an account,Fee problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5685845,2022-06-19,2022-06-19,Web,FL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6078737,2022-10-12,2022-10-12,Web,MA,Credit card or prepaid card,General-purpose credit card or charge card,Closing your account,Can't close your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3074970,2018-11-15,2018-11-16,Web,ID,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2477256,2017-05-05,2017-05-05,Web,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,0,Closed with explanation
2791285,2018-01-23,2018-01-23,Web,TX,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
6126791,2022-10-26,2022-10-26,Web,GA,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other service problem,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2477573,2017-05-06,2017-05-09,Web,NV,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,0,Closed with explanation
6819840,2023-04-10,2023-04-10,Referral,OR,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5957341,2022-09-08,2022-09-08,Web,CA,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3248587,2019-05-21,2019-05-21,Web,IL,Credit card or prepaid card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Didn't receive advertised or promotional terms,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6083307,2022-10-13,2022-10-13,Web,NJ,Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3131651,2019-01-23,2019-01-23,Web,PA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3119035,2019-01-08,2019-01-08,Web,NY,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4845144,2021-10-26,2021-10-26,Web,GA,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was result of identity theft,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
6836731,2023-04-13,2023-04-13,Web,MN,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4465402,2021-06-16,2021-06-16,Web,VA,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Money was not available when promised,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
2790300,2018-01-22,2018-01-22,Web,IL,Checking or savings account,Checking account,Opening an account,Unable to open an account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4246199,2021-03-25,2021-03-25,Web,CA,Credit card or prepaid card,Government benefit card,Problem getting a card or closing an account,"Trouble getting, activating, or registering a card",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5672609,2022-06-15,2022-06-15,Web,PA,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
